id,Internal ID,sku,Display Name,Product Line,NSV1 ID,External ID,Delivery Lead Time,Launch Date,Brand,Platform,Line,Product Category,Product,Type,Item Fabric Type,Detailed Description,Unit Price,Display in Web Site,Department Name,Department Number,Piping,Paneling,Piping & Paneling - OLD/INACTIVE,URL FOR IMAGE,Fabric,Sorting Item,Fabric Category,Fabric Color,Warehouse Inventory,Product Class,Fill Type,Sactional Size,Stealth Tech Kit Category,POS SIZE VARIANT
96826,96826,HA7118,Swept Arm Side Cover: L: Taupe Combed Chenille,1005 - Sactionals Covers,- None -,HA7118,6-8 Weeks,10/21/2025,Sactional,Indoor,Cover,Sides,Swept Arm: L,Quickship,Taupe Combed Chenille,Swept Arm Side Cover: L: Taupe Combed Chenille,110,T,Sactionals Covers,1005,- None -,- None -,- None -,- None -,Combed Chenille,Chenille,Chenille,Taupe,999,Merchandise,- None -,6 Series,- None -,- None -
96844,96844,HA7772,Swept Arm Side Cover: R: Bisque Etched Chenille,1005 - Sactionals Covers,- None -,HA7772,4-6 Weeks,10/21/2025,Sactional,Indoor,Cover,Sides,Swept Arm: R,Quickship,Bisque Etched Chenille,Swept Arm Side Cover: R: Bisque Etched Chenille,175,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18883783&c=4979720&h=E3TBH966wIwRt_ommt8E9iCvxp1PEAec4qQ6aYsIkH9Llv_1,Etched Chenille,Chenille,Chenille,Bisque,999,Merchandise,- None -,6 Series,- None -,- None -
47467,47467,HA8354,Deep Storage Seat Cover Set: Terracotta Rained Chenille,1005 - Sactionals Covers,- None -,HA8354,2-4 Weeks,10/15/2020,Sactional,Indoor,Cover,Seats,Deep Storage Seat,Quickship,Terracotta Rained Chenille,Deep Storage Seat Cover Set: Terracotta Rained Chenille,375,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163489&c=4979720&h=xtF8qmDZ_Sek66Ck4tgk-57esauqpRUDx7vVtOadEOjJAsEt,Rained Chenille,Chenille,Chenille,Terracotta,999,Merchandise,- None -,6 Series,- None -,- None -
95116,95116,HA9017,Deep Storage Seat Cover Set: Savanna Corded Velvet,1005 - Sactionals Covers,- None -,HA9017,12-14 Weeks,,Sactional,Indoor,Cover,Seats,Deep Storage Seat,Quickship,Savanna Corded Velvet,Deep Storage Seat Cover Set: Savanna Corded Velvet,450,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18883767&c=4979720&h=ZUGkGqq7BCHVjsqFqq62Fksjm6uQUNV5E5d-7YeQTJxQWcyN,Corded Velvet,Velvet,Velvet,Savanna,999,Merchandise,- None -,6 Series,- None -,- None -
40222,40222,HA9620,Deep Storage Seat Cover Set: Mediterranea Solid Polylinen,1005 - Sactionals Covers,- None -,HA9620,6-8 Weeks,6/29/2020,Sactional,Indoor,Cover,Seats,Deep Storage Seat,Quickship,Mediterranea Solid Polylinen,Deep Storage Seat Cover Set: Mediterranea Solid Polylinen,450,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163292&c=4979720&h=crdEH_S6Ygg8UckMcR-qubFG1ZaO_nQIJBs9osgbnLgKLy5a,Solid Polylinen,Polylinen,Polylinen,Mediterranea,999,Merchandise,- None -,6 Series,- None -,- None -
96848,96848,HA9802,Swept Arm Side Cover: R: Savanna Corded Velvet,1005 - Sactionals Covers,- None -,HA9802,2-4 Weeks,10/21/2025,Sactional,Indoor,Cover,Sides,Swept Arm: R,Quickship,Savanna Corded Velvet,Swept Arm Side Cover: R: Savanna Corded Velvet,140,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18883785&c=4979720&h=2wUQkQMw4Qi92NBY6JAIy2KJVzJkWXavEVSLt3xcHFC9CEf7,Corded Velvet,Velvet,Velvet,Savanna,999,Merchandise,- None -,6 Series,- None -,- None -
96801,96801,HA9999,Swept Arm Side Cover: R: Taupe Combed Chenille,1005 - Sactionals Covers,- None -,HA9999,6-8 Weeks,10/21/2025,Sactional,Indoor,Cover,Sides,Swept Arm: R,Quickship,Taupe Combed Chenille,Swept Arm Side Cover: R: Taupe Combed Chenille,110,T,Sactionals Covers,1005,- None -,- None -,- None -,- None -,Combed Chenille,Chenille,Chenille,Taupe,999,Merchandise,- None -,6 Series,- None -,- None -
53758,53758,HB1162,Deep Back Pillow Cover: Venetian Taupe Corded Velvet,1005 - Sactionals Covers,- None -,HB1162,2-4 Weeks,9/6/2021,Sactional,Indoor,Cover,Seats Components,Deep Back Pillow,Quickship,Venetian Taupe Corded Velvet,Deep Back Pillow Cover: Venetian Taupe Corded Velvet,140,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163272&c=4979720&h=VDK-8o3Ly6Yfz6yb-EpwLoHzjx5jZ3P_SrET_JDIjpk_G0Pl,Corded Velvet,Velvet,Velvet,Venetian Taupe,999,Merchandise,- None -,6 Series,- None -,- None -
49787,49787,HB1192,Deep Back Pillow Cover: Jute Brushed Weave,1005 - Sactionals Covers,- None -,HB1192,2-4 Weeks,2/8/2021,Sactional,Indoor,Cover,Seats Components,Deep Back Pillow,Quickship,Jute Brushed Weave,Deep Back Pillow Cover: Jute Brushed Weave,195,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163599&c=4979720&h=G-PK120VTRnpN5R0JvbxkBQ4r4_8V9OORO_0lROdBEjWYsHR,Brushed Weave,Weave,Weave,Jute,999,Merchandise,- None -,6 Series,- None -,- None -
29043,29043,HB1198,Deep Back Pillow: Seashell Solid Polylinen,1005 - Sactionals Covers,49540,HB1198,6-8 Weeks,5/26/2018,Sactional,Indoor,Cover,Seats Components,Deep Back Pillow,Quickship,Seashell Solid Polylinen,- None -,140,T,Sactionals Covers,1005,Included,Not Available,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163428&c=4979720&h=utnvk23CvtINyvYdogu5tQAbvM0otZRCbJlzIHGD8NOuiLTo,Solid Polylinen,Polylinen,Polylinen,Seashell,999,Merchandise,- None -,6 Series,- None -,- None -
29047,29047,HB4669,Deep Back Pillow Cover: Taupe Combed Chenille,1005 - Sactionals Covers,49544,HB4669,6-8 Weeks,5/27/2018,Sactional,Indoor,Cover,Seats Components,Deep Back Pillow,Quickship,Taupe Combed Chenille,- None -,110,T,Sactionals Covers,1005,Included,Not Available,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163541&c=4979720&h=p7TQugf2ZN1p6Sy5apJvvyD7YlPxRxIb5PEKEDIrAfn7hhc8,Combed Chenille,Chenille,Chenille,Taupe,999,Merchandise,- None -,6 Series,- None -,- None -
29757,29757,HB7965,Deep Back Pillow Cover: Charcoal Grey Corded Velvet,1005 - Sactionals Covers,53023,HB7965,2-4 Weeks,4/8/2019,Sactional,Indoor,Cover,Seats Components,Deep Back Pillow,Quickship,Charcoal Grey Corded Velvet,- None -,140,T,Sactionals Covers,1005,Included,Not Available,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163353&c=4979720&h=EL_Ayb6S4mRYY0yHht3IboOZtANRmm4c-_NHUePNc0HzczAS,Corded Velvet,Velvet,Velvet,Charcoal Grey,999,Merchandise,- None -,6 Series,- None -,- None -
95119,95119,HB9099,Deep Back Pillow Cover: Savanna Corded Velvet,1005 - Sactionals Covers,- None -,HB9099,2-4 Weeks,,Sactional,Indoor,Cover,Seats Components,Deep Back Pillow,Quickship,Savanna Corded Velvet,Deep Back Pillow Cover: Savanna Corded Velvet,140,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18149686&c=4979720&h=H3Mw2Es-vYs698dr5BArem3eyBGSK31Rn0lrRoKXenooI1Fo,Corded Velvet,Velvet,Velvet,Savanna,999,Merchandise,- None -,6 Series,- None -,- None -
29057,29057,HD2301,Deep Side Cover: Taupe Combed Chenille,1005 - Sactionals Covers,49564,HD2301,6-8 Weeks,5/27/2018,Sactional,Indoor,Cover,Sides,Deep Side,Quickship,Taupe Combed Chenille,- None -,110,T,Sactionals Covers,1005,Included,Included,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163600&c=4979720&h=q8FMWY8AKhT0wvbAZohCa6Y5qJvczwt9JqK0zgGBGuI-FhRw,Combed Chenille,Chenille,Chenille,Taupe,999,Merchandise,- None -,6 Series,- None -,- None -
29062,29062,HD4220,Deep Side Cover: Seashell Solid Polylinen,1005 - Sactionals Covers,49569,HD4220,6-8 Weeks,5/26/2018,Sactional,Indoor,Cover,Sides,Deep Side,Quickship,Seashell Solid Polylinen,- None -,140,T,Sactionals Covers,1005,Included,Included,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163343&c=4979720&h=3vIPXctW9h02GRaVcI5GUsvh9YzB0hlm8r5GAvEFFrwgKiYo,Solid Polylinen,Polylinen,Polylinen,Seashell,999,Merchandise,- None -,6 Series,- None -,- None -
53760,53760,HD4867,Deep Side Cover: Venetian Taupe Corded Velvet,1005 - Sactionals Covers,- None -,HD4867,2-4 Weeks,9/6/2021,Sactional,Indoor,Cover,Sides,Deep Side,Quickship,Venetian Taupe Corded Velvet,Deep Side Cover: Venetian Taupe Corded Velvet,140,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163493&c=4979720&h=spSn7KqlOzcNTVIxmmNzacCjgamw2X1AvocMVGEYAxkRQVJ8,Corded Velvet,Velvet,Velvet,Venetian Taupe,999,Merchandise,- None -,6 Series,- None -,- None -
95121,95121,HD5219,Deep Side Cover: Savanna Corded Velvet,1005 - Sactionals Covers,- None -,HD5219,2-4 Weeks,,Sactional,Indoor,Cover,Sides,Deep Side,Quickship,Savanna Corded Velvet,Deep Side Cover: Savanna Corded Velvet,140,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18149662&c=4979720&h=WkidDaIKTIUpbRvv6UCe2Iy3EC_VdQF9R1ulG0tpHdrp9Au1,Corded Velvet,Velvet,Velvet,Savanna,999,Merchandise,- None -,6 Series,- None -,- None -
29763,29763,HD7388,Deep Side Cover: Charcoal Grey Corded Velvet,1005 - Sactionals Covers,53030,HD7388,4-6 Weeks,4/21/2019,Sactional,Indoor,Cover,Sides,Deep Side,Quickship,Charcoal Grey Corded Velvet,- None -,140,T,Sactionals Covers,1005,Included,Included,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163635&c=4979720&h=XNNQ7kJcJO71nqrXqFDTVs2Eb7-1eOaZuFjBgrkFXO-tbSoW,Corded Velvet,Velvet,Velvet,Charcoal Grey,999,Merchandise,- None -,6 Series,- None -,- None -
34153,34153,HD8485,Deep Side Cover: Midnight Navy Corded Velvet,1005 - Sactionals Covers,57995,HD8485,2-4 Weeks,10/31/2019,Sactional,Indoor,Cover,Sides,Deep Side,Quickship,Midnight Navy Corded Velvet,- None -,140,T,Sactionals Covers,1005,Included,Not Available,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18211938&c=4979720&h=h0gSaRJ_buwQS53wzQnNvNJ3VcahVbwjvuruxDjraxkcTubO,Corded Velvet,Velvet,Velvet,Midnight Navy,999,Merchandise,- None -,6 Series,- None -,- None -
29764,29764,HE4822,Side Cover: Charcoal Grey Corded Velvet,1005 - Sactionals Covers,53032,HE4822,2-4 Weeks,7/18/2019,Sactional,Indoor,Cover,Sides,Side,Quickship,Charcoal Grey Corded Velvet,- None -,140,T,Sactionals Covers,1005,Included,Included,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163387&c=4979720&h=TBGNBY07bhdQtbmXqzKNWbX4DgIFahmqHnwiHZaWXA46ba_F,Corded Velvet,Velvet,Velvet,Charcoal Grey,999,Merchandise,- None -,6 Series,- None -,- None -
95120,95120,HE6820,Side Cover: Savanna Corded Velvet,1005 - Sactionals Covers,- None -,HE6820,2-4 Weeks,,Sactional,Indoor,Cover,Sides,Side,Quickship,Savanna Corded Velvet,Side Cover: Savanna Corded Velvet,140,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18149677&c=4979720&h=Ifv-9fA9jhf9UrwkU3TXbXCcxLCGfJIHUgukOopyndx5ZC86,Corded Velvet,Velvet,Velvet,Savanna,999,Merchandise,- None -,6 Series,- None -,- None -
95126,95126,HF0319,Reclining Seat Cover Set: Savanna Corded Velvet,1005 - Sactionals Covers,- None -,HF0319,2-4 Weeks,,Sactional,Indoor,Cover,Seats,Reclining Seat,Quickship,Savanna Corded Velvet,Reclining Seat Cover Set: Savanna Corded Velvet,400,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18898172&c=4979720&h=Ro042dv9gvZFZhYgA20xk5fhVGDFv8ncPwJpxkO29tCgkqhD,Corded Velvet,Velvet,Velvet,Savanna,999,Merchandise,- None -,6 Series,- None -,- None -
85575,85575,HF1338,Reclining Seat Cover Set: Charcoal Grey Corded Velvet,1005 - Sactionals Covers,- None -,HF1338,2-4 Weeks,11/20/2024,Sactional,Indoor,Cover,Seats,Reclining Seat,Quickship,Charcoal Grey Corded Velvet,Reclining Seat Cover Set: Charcoal Grey Corded Velvet,400,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163595&c=4979720&h=-_Y-ODixAmCXQohkpZAJitwDT0Nty-CjzMjzci_hPbcjnxWJ,Corded Velvet,Velvet,Velvet,Charcoal Grey,999,Merchandise,- None -,6 Series,- None -,- None -
85594,85594,HF1675,Reclining Seat Cover Set: Venetian Taupe Corded Velvet,1005 - Sactionals Covers,- None -,HF1675,12-14 Weeks,11/20/2024,Sactional,Indoor,Cover,Seats,Reclining Seat,Quickship,Venetian Taupe Corded Velvet,Reclining Seat Cover Set: Venetian Taupe Corded Velvet,400,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163338&c=4979720&h=5BCYCNqt6Dpnr89-lzkAp_4--O6w_Vmy9UFH-PCNvuCfa1qE,Corded Velvet,Velvet,Velvet,Venetian Taupe,999,Merchandise,- None -,6 Series,- None -,- None -
85580,85580,HF6519,Reclining Seat Cover Set: Jute Brushed Weave,1005 - Sactionals Covers,- None -,HF6519,2-4 Weeks,11/20/2024,Sactional,Indoor,Cover,Seats,Reclining Seat,Quickship,Jute Brushed Weave,Reclining Seat Cover Set: Jute Brushed Weave,575,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18163527&c=4979720&h=wZ_pHr3Q7U2tjzY0EIgjSxYg4rmsqpm-z6e50S5qiqZ4wk_W,Brushed Weave,Weave,Weave,Jute,999,Merchandise,- None -,6 Series,- None -,- None -
94761,94761,HF9449,Reclining Seat Cover Set: Bisque Etched Chenille,1005 - Sactionals Covers,- None -,HF9449,4-6 Weeks,,Sactional,Indoor,Cover,Seats,Reclining Seat,Quickship,Bisque Etched Chenille,Reclining Seat Cover Set: Bisque Etched Chenille,500,T,Sactionals Covers,1005,- None -,- None -,- None -,https://4979720.app.netsuite.com/core/media/media.nl?id=18897946&c=4979720&h=C5-6TURYlF8KnQn0YlrmZeiFWBpyMHTL0G_L4lbciQ21Zzoy,Etched Chenille,Chenille,Chenille,Bisque,999,Merchandise,- None -,6 Series,- None -,- None -
